台灣,#genre#
馬來_TV2,http://www.ai2live.com/live/t6u5b1q4/303c2958/index.m3u8
馬來_TV3,http://www.ai2live.com/live/t6u5b1q4/fe5e3f18/index.m3u8
馬來_NTV7,http://www.ai2live.com/live/t6u5b1q4/1fcfc4f0/index.m3u8
馬來_TV8,http://www.ai2live.com/live/t6u5b1q4/ca49308d/index.m3u8
TV8 BAK,http://www.ai2live.com/live/t6u5b1q4/f389f4f6/index.m3u8
馬來_TV9,http://www.ai2live.com/live/t6u5b1q4/833e1f6d/index.m3u8
CHANNEL_U,http://www.ai2live.com/live/t6u5b1q4/00xjp005/index.m3u8
CHANNEL_8,http://www.ai2live.com/live/t6u5b1q4/00xjp008/index.m3u8
CHANNEL_5,http://www.ai2live.com/live/t6u5b1q4/00xjp001/index.m3u8
CHANNEL_NEWS_ASIA,http://www.ai2live.com/live/t6u5b1q4/00xjp004/index.m3u8
now Jelli HD,http://www.ai2live.com/live/dskmxzaa/98949daa/index.m3u8
HGTV,http://www.ai2live.com/live/t6u5b1q4/amlxy022/index.m3u8
HGTV(CN Sub),http://www.ai2live.com/live/t6u5b1q4/77e13efc/index.m3u8
WARNA,http://www.ai2live.com/live/t6u5b1q4/32a80137/index.m3u8
AWANI,http://www.ai2live.com/live/t6u5b1q4/a8362638/index.m3u8
CITRA,http://www.ai2live.com/live/t6u5b1q4/amlxy016/index.m3u8
RIA,http://www.ai2live.com/live/t6u5b1q4/2c4ae4aa/index.m3u8
ARENA,http://www.ai2live.com/live/t6u5b1q4/06cth045/index.m3u8
PRIMA,http://www.ai2live.com/live/t6u5b1q4/amlxy017/index.m3u8
OASIS,http://www.ai2live.com/live/t6u5b1q4/4dbac357/index.m3u8
Awesome TV,http://www.ai2live.com/live/t6u5b1q4/asdx21dx/index.m3u8
Drama Sangat,http://www.ai2live.com/live/t6u5b1q4/amlxy062/index.m3u8
Astro Vinmeen,http://www.ai2live.com/live/8c33fa9b/2s082f1e/index.m3u8
Pesona HD,http://www.ai2live.com/live/dskmxzaa/c36a3acd/index.m3u8
Astro Thangathirai,http://www.ai2live.com/live/8c33fa9b/2s0zx2ex/index.m3u8
Astro TVS,http://www.ai2live.com/live/dskmxzaa/adjxnz21/index.m3u8
Astro Vellithirai,http://www.ai2live.com/live/8c33fa9b/13407f02/index.m3u8
Dunia Sinema HD,http://www.ai2live.com/live/dskmxzaa/c7770a65/index.m3u8
HyppInspirasi HD,http://www.ai2live.com/live/dskmxzaa/be19c017/index.m3u8
TA-DAA!,http://www.ai2live.com/live/dskmxzaa/90085c02/index.m3u8
Astro Vaanavil HD,http://www.ai2live.com/live/dskmxzaa/c0da30ae/index.m3u8
ceria,http://www.ai2live.com/live/t6u5b1q4/amlxy013/index.m3u8
VASANTHAM,http://www.ai2live.com/live/t6u5b1q4/00xjp007/index.m3u8
VASANTHAM(备),http://www.ai2live.com/live/t6u5b1q4/00xjp007/index.m3u8
TV6,http://www.ai2live.com/live/8c33fa9b/q81nxax2/index.m3u8
OKEY,http://www.ai2live.com/live/t6u5b1q4/d2ac9837/index.m3u8
TVN,http://www.ai2live.com/live/kwzq1rse/8wk7r3sc/index.m3u8
BERNAMA,http://www.ai2live.com/live/t6u5b1q4/df313d65/index.m3u8
SURIA,http://www.ai2live.com/live/t6u5b1q4/c4c44bax/index.m3u8
AL-HIJRAH,http://www.ai2live.com/live/t6u5b1q4/amlxy018/index.m3u8
Astro_supersport1,http://www.ai2live.com/live/t6u5b1q4/bsport48/index.m3u8
Astro_supersport1(备),http://www.ai2live.com/live/t6u5b1q4/bsport48/index.m3u8
Astro_supersport2,http://www.ai2live.com/live/t6u5b1q4/05ctg007/index.m3u8
Astro_supersport2(备),http://www.ai2live.com/live/t6u5b1q4/bsport60/index.m3u8
Astro_supersport3,http://www.ai2live.com/live/t6u5b1q4/bsport49/index.m3u8
Astro_supersport3(备),http://www.ai2live.com/live/t6u5b1q4/bsport49/index.m3u8
Astro_supersport4,http://www.ai2live.com/live/8c33fa9b/5hgenjdk/index.m3u8
Astro_supersport4(备),http://www.ai2live.com/live/t6u5b1q4/bsport59/index.m3u8
Astro_supersport5,http://www.ai2live.com/live/t6u5b1q4/fjeic31a/index.m3u8
SPOTV,http://www.ai2live.com/live/dskmxzaa/b57asdab/index.m3u8
Bein Sports 1,http://www.ai2live.com/live/e95cebf9/8027ea12/index.m3u8
Bein Sports 2,http://www.ai2live.com/live/e95cebf9/58ef8b5d/index.m3u8
Bein Sports 3,http://www.ai2live.com/live/e95cebf9/9d6073b9/index.m3u8
Bein Sports 4_Max,http://www.ai2live.com/live/e95cebf9/b1f2f413/index.m3u8
Bein Sports 5_Max,http://www.ai2live.com/live/e95cebf9/afd88bfa/index.m3u8
Bein Sports 6_Max,http://www.ai2live.com/live/e95cebf9/4f7caf00/index.m3u8
Bein Sports 7_Max,http://www.ai2live.com/live/e95cebf9/774149fe/index.m3u8
Bein Sports 8_Max,http://www.ai2live.com/live/e95cebf9/d672d26d/index.m3u8
FS1 HD,http://www.ai2live.com/live/e95cebf9/1a74fff3/index.m3u8
Sky Sports PremierLeague,http://www.ai2live.com/live/e95cebf9/2ogiZev1/index.m3u8
Sky Action,http://www.ai2live.com/live/e95cebf9/ce17f162/index.m3u8
Sky Sports Mix,http://www.ai2live.com/live/e95cebf9/71929d26/index.m3u8
Sky Sports MainEvent,http://www.ai2live.com/live/e95cebf9/109fa63e/index.m3u8
Sky Sports Action,http://www.ai2live.com/live/e95cebf9/c037b208/index.m3u8
Sky Sports Cricket,http://www.ai2live.com/live/e95cebf9/3af1c8f3/index.m3u8
Sky Sports Golf,http://www.ai2live.com/live/e95cebf9/90f37951/index.m3u8
Sky Sports News,http://www.ai2live.com/live/e95cebf9/14f9aee8/index.m3u8
Sky Comedy,http://www.ai2live.com/live/e95cebf9/63a2e408/index.m3u8
Sky Family,http://www.ai2live.com/live/e95cebf9/62c6cea7/index.m3u8
Sky Disney,http://www.ai2live.com/live/e95cebf9/48b41389/index.m3u8
Sky News,http://www.ai2live.com/live/kwzq1rse/8vfjmcsj/index.m3u8
Sky News(备),https://www.youtube.com/watch?v=9Auq9mYxFEE
Sky Premiere,http://www.ai2live.com/live/e95cebf9/e90469f2/index.m3u8
Sky Showcase,http://www.ai2live.com/live/e95cebf9/40611261/index.m3u8
Sky ScFi Horror,http://www.ai2live.com/live/e95cebf9/9b15f3d1/index.m3u8
Sky Thriller,http://www.ai2live.com/live/e95cebf9/b8980924/index.m3u8
Sky Sports F1,http://www.ai2live.com/live/e95cebf9/9fda35b6/index.m3u8
AFC-HD,http://www.ai2live.com/live/t6u5b1q4/03int022/index.m3u8
TLC,http://www.ai2live.com/live/t6u5b1q4/20dce16c/index.m3u8
Disney,http://www.ai2live.com/live/kwzq1rse/tnv75740/index.m3u8
Disney-JR,http://www.ai2live.com/live/e95cebf9/37fcf63c/index.m3u8
Disney-XD,http://www.ai2live.com/live/t6u5b1q4/c18722e6/index.m3u8
CARTOON-NETWORK,http://www.ai2live.com/live/e95cebf9/712cded1/index.m3u8
Oh!K,http://www.ai2live.com/live/t6u5b1q4/amlxy026/index.m3u8
Sony_HD,http://www.ai2live.com/live/t6u5b1q4/amlxy024/index.m3u8
Travel ,http://www.ai2live.com/live/kwzq1rse/8sbkj5sh/index.m3u8
衛視中文臺,http://www.ai2live.com/live/fadh3ct5/a121q1cc/index.m3u8
HBO HD,http://www.ai2live.com/live/kwzq1rse/84wnpj8g/index.m3u8
BOO HD,http://www.ai2live.com/live/t6u5b1q4/2c4ae4aa/index.m3u8
WWE,http://www.ai2live.com/live/t6u5b1q4/7f4159f7/index.m3u8
FOX HD ,http://www.ai2live.com/live/t6u5b1q4/03int011/index.m3u8
Star Movies,http://www.ai2live.com/live/8c33fa9b/nh0fx32c/index.m3u8
HBO Hits,http://www.ai2live.com/live/kwzq1rse/invnbjaa/index.m3u8
HBO Signature HD,http://www.ai2live.com/live/kwzq1rse/8as1d3as/index.m3u8
HBO Family,http://www.ai2live.com/live/kwzq1rse/61br3tqt/index.m3u8
私人影院 ,http://www.ai2live.com/live/t6u5b1q4/d65c043f/index.m3u8
好萊塢電影臺,http://www.ai2live.com/live/kwzq1rse/q0rskj6h/index.m3u8
歐美,#genre#
CNN USA,http://www.ai2live.com/live/kwzq1rse/7w0tv28m/index.m3u8
CNBC HD,http://www.ai2live.com/live/e95cebf9/d04b6786/index.m3u8
Golf HD,http://www.ai2live.com/live/e95cebf9/a08de6dc/index.m3u8
CP24,http://www.ai2live.com/live/t6u5b1q4/1cb2229c/index.m3u8
新时代多伦多,http://www.ai2live.com/live/t6u5b1q4/d0a1b9c3/index.m3u8
新时代 2 Fairchild 2,http://www.ai2live.com/live/t6u5b1q4/53e9c80f/index.m3u8
TVBUS 1,http://www.ai2live.com/live/t6u5b1q4/1d21a59c/index.m3u8
TVBUS 2,http://www.ai2live.com/live/t6u5b1q4/e95974c9/index.m3u8
城市电视Talentvision,http://www.ai2live.com/live/t6u5b1q4/81636a3e/index.m3u8
CBCNEWS,http://www.ai2live.com/live/t6u5b1q4/e5bf9322/index.m3u8
今日俄羅斯,http://www.ai2live.com/live/kwzq1rse/ca7315ff/index.m3u8
HBOCA,http://www.ai2live.com/live/t6u5b1q4/92d18db9/index.m3u8
Teletoon,http://www.ai2live.com/live/t6u5b1q4/c4251e61/index.m3u8
Bein Sports,http://www.ai2live.com/live/t6u5b1q4/2cad0172/index.m3u8
CBS SPORTS,http://www.ai2live.com/live/t6u5b1q4/6cf6f03a/index.m3u8
TNT,http://www.ai2live.com/live/t6u5b1q4/1ce79cf4/index.m3u8
TVBHD,http://www.ai2live.com/live/t6u5b1q4/d24e275b/index.m3u8
TSN1,http://www.ai2live.com/live/t6u5b1q4/0757cc4d/index.m3u8
TSN2,http://www.ai2live.com/live/t6u5b1q4/edf86d1a/index.m3u8
TSN3,http://www.ai2live.com/live/t6u5b1q4/eb606303/index.m3u8
TSN4,http://www.ai2live.com/live/t6u5b1q4/2cad0173/index.m3u8
TSN5,http://www.ai2live.com/live/t6u5b1q4/6cf6f04a/index.m3u8
OMNI 1,http://www.ai2live.com/live/t6u5b1q4/39b01453/index.m3u8
OMNI 2,http://www.ai2live.com/live/t6u5b1q4/a69eef3c/index.m3u8
CHCH,http://www.ai2live.com/live/t6u5b1q4/5895b4d8/index.m3u8
CTV 2,http://www.ai2live.com/live/t6u5b1q4/bc30fbc2/index.m3u8
CTV News,http://www.ai2live.com/live/t6u5b1q4/618ab625/index.m3u8
Movie Network 1,http://www.ai2live.com/live/t6u5b1q4/f38c6054/index.m3u8
Movie Network 2,http://www.ai2live.com/live/t6u5b1q4/7f4158f7/index.m3u8
Movie Network 3,http://www.ai2live.com/live/t6u5b1q4/8e05df31/index.m3u8
ShowCase CA,http://www.ai2live.com/live/t6u5b1q4/230bd132/index.m3u8
SportNet Ontario,http://www.ai2live.com/live/t6u5b1q4/78775607/index.m3u8
SportNet World,http://www.ai2live.com/live/t6u5b1q4/e5bf9321/index.m3u8
SportNet One,http://www.ai2live.com/live/t6u5b1q4/20dce16c/index.m3u8
DISNEY JR,http://www.ai2live.com/live/t6u5b1q4/c4251e62/index.m3u8
HBOCA2,http://www.ai2live.com/live/t6u5b1q4/1ce79cf5/index.m3u8
ESPN HD,http://www.ai2live.com/live/t6u5b1q4/3aa19b75/index.m3u8
CTV,http://www.ai2live.com/live/t6u5b1q4/0757cc3d/index.m3u8
TVO Canada,http://www.ai2live.com/live/t6u5b1q4/785ca48b/index.m3u8
Documentary,http://www.ai2live.com/live/t6u5b1q4/a69eef2c/index.m3u8
SportNet 360,http://www.ai2live.com/live/t6u5b1q4/5895b4d7/index.m3u8
NBA Canada,http://www.ai2live.com/live/t6u5b1q4/519b9812/index.m3u8
NHL Network,http://www.ai2live.com/live/t6u5b1q4/618ab626/index.m3u8
NFL Network,http://www.ai2live.com/live/t6u5b1q4/f38c6064/index.m3u8
Disney,http://www.ai2live.com/live/t6u5b1q4/8e05df32/index.m3u8
Disney XD,http://www.ai2live.com/live/t6u5b1q4/c18722e6/index.m3u8
DISNEY JR,http://www.ai2live.com/live/t6u5b1q4/c4251e62/index.m3u8
TreeHouse,http://www.ai2live.com/live/t6u5b1q4/230bd122/index.m3u8
TLC Canada,http://www.ai2live.com/live/t6u5b1q4/444dcd9c/index.m3u8
ID Canada,http://www.ai2live.com/live/t6u5b1q4/7a8bfcc3/index.m3u8
Discovery Canada,http://www.ai2live.com/live/t6u5b1q4/7b4173c4/index.m3u8
Discovery Velocity,http://www.ai2live.com/live/t6u5b1q4/05f3570c/index.m3u8
WWE,http://www.ai2live.com/live/t6u5b1q4/7f4159f7/index.m3u8
Space,http://www.ai2live.com/live/t6u5b1q4/afb9be2a/index.m3u8
NBCSN-HD,http://www.ai2live.com/live/e95cebf9/770efe0d/index.m3u8
NFL-network,http://www.ai2live.com/live/e95cebf9/f51aa611/index.m3u8
Nicktoons,http://www.ai2live.com/live/kwzq1rse/f04105ac/index.m3u8
OWN,http://www.ai2live.com/live/kwzq1rse/7ea67cf9/index.m3u8
Science,http://www.ai2live.com/live/e95cebf9/f2133e20/index.m3u8
SPIKE-HD,http://www.ai2live.com/live/e95cebf9/56b138b3/index.m3u8
SYFY,http://www.ai2live.com/live/kwzq1rse/9418f0ef/index.m3u8
BS-HD,http://www.ai2live.com/live/e95cebf9/3f630333/index.m3u8
TNT-HD,http://www.ai2live.com/live/e95cebf9/2a81df67/index.m3u8
Travelchannel,http://www.ai2live.com/live/kwzq1rse/da0a866f/index.m3u8
Velocity-HD,http://www.ai2live.com/live/kwzq1rse/c9cd649e/index.m3u8
WE-TV,http://www.ai2live.com/live/kwzq1rse/bdb51213/index.m3u8
HBOEast,http://www.ai2live.com/live/kwzq1rse/dd9c8f7c/index.m3u8
HGTV-HD,http://www.ai2live.com/live/kwzq1rse/b5acc20b/index.m3u8
HISTORY-HD,http://www.ai2live.com/live/kwzq1rse/6252dcae/index.m3u8
ID-HD,http://www.ai2live.com/live/kwzq1rse/b2418487/index.m3u8
TVLand,http://www.ai2live.com/live/kwzq1rse/2a2bd55f/index.m3u8
LIfetimeMovie,http://www.ai2live.com/live/kwzq1rse/ed6089dd/index.m3u8
HBO2,http://www.ai2live.com/live/kwzq1rse/136a8de9/index.m3u8
MLB-network,http://www.ai2live.com/live/e95cebf9/f87858cc/index.m3u8
Sportv3,http://www.ai2live.com/live/e95cebf9/0bc2b894/index.m3u8
Sportv2,http://www.ai2live.com/live/e95cebf9/83564fb5/index.m3u8
NBA-TV,http://www.ai2live.com/live/t6u5b1q4/519b9812/index.m3u8
NBC-Golf,http://www.ai2live.com/live/e95cebf9/a08de6dc/index.m3u8
NBC-HD,http://www.ai2live.com/live/kwzq1rse/ee5a812d/index.m3u8
COMEDY-CENTRAL,http://www.ai2live.com/live/e95cebf9/3e8e3616/index.m3u8
CW-HD,http://www.ai2live.com/live/e95cebf9/0a29865d/index.m3u8
DIYetwork,http://www.ai2live.com/live/e95cebf9/7ac23b5a/index.m3u8
E!,http://www.ai2live.com/live/e95cebf9/71f4470d/index.m3u8
ESPNU,http://www.ai2live.com/live/e95cebf9/7a3a9d99/index.m3u8
FOX-HD,http://www.ai2live.com/live/e95cebf9/f3b58e31/index.m3u8
FOX-News,http://www.ai2live.com/live/e95cebf9/39497075/index.m3u8
FOX-Sports1,http://www.ai2live.com/live/e95cebf9/1a74fff3/index.m3u8
FOX-Sports2,http://www.ai2live.com/live/e95cebf9/55de631b/index.m3u8
FreeForm,http://www.ai2live.com/live/kwzq1rse/wnfjf1pn/index.m3u8
ABC-NEWS,http://www.ai2live.com/live/e95cebf9/032cdec9/index.m3u8
ABC7,http://www.ai2live.com/live/e95cebf9/44a05763/index.m3u8
ACTION-MAX,http://www.ai2live.com/live/e95cebf9/85e9b499/index.m3u8
AMC-HD,http://www.ai2live.com/live/e95cebf9/20e7e39f/index.m3u8
ANIMAL-PLANET,http://www.ai2live.com/live/e95cebf9/63f6f7c7/index.m3u8
BBC-America,http://www.ai2live.com/live/e95cebf9/aa5a2a6d/index.m3u8
BET-HD,http://www.ai2live.com/live/e95cebf9/167e6bb6/index.m3u8
BRAVO-HD,http://www.ai2live.com/live/e95cebf9/f35c701d/index.m3u8
Viceland,http://www.ai2live.com/live/e95cebf9/94305f4e/index.m3u8
CBS-HD,http://www.ai2live.com/live/e95cebf9/c6499afc/index.m3u8
CBSN-HD,http://www.ai2live.com/live/e95cebf9/5e9429e3/index.m3u8
StarzEast,http://www.ai2live.com/live/e95cebf9/1d136547/index.m3u8
CNBC,http://www.ai2live.com/live/e95cebf9/d04b6786/index.m3u8
CNN-HD,http://www.ai2live.com/live/kwzq1rse/7w0tv28m/index.m3u8
Disney-Channel,http://www.ai2live.com/live/e95cebf9/e344fab6/index.m3u8
Disney-JR,http://www.ai2live.com/live/e95cebf9/37fcf63c/index.m3u8
Disney-XD,http://www.ai2live.com/live/e95cebf9/b3764be5/index.m3u8
CNA,https://www.youtube.com/watch?v=XWq5kBlakcQ
NBC2-news,https://www.youtube.com/watch?v=R9RpcIX-AzE
國際,#genre#
FOX CRIME HD,http://www.ai2live.com/live/t6u5b1q4/03int037/index.m3u8
Star Movies,http://www.ai2live.com/live/8c33fa9b/nh0fx32c/index.m3u8
Mezzo Live HD,http://www.ai2live.com/live/kwzq1rse/h2tqw464/index.m3u8
France 24(English),http://www.ai2live.com/live/kwzq1rse/4f17z4qv/index.m3u8
MTV,http://www.ai2live.com/live/fadh3ct5/a7939dbd/index.m3u8
China_Movie,http://www.ai2live.com/live/t6u5b1q4/f699c641/index.m3u8
NHK 1,http://www.ai2live.com/live/fadh3ct5/mn4r6rh7/index.m3u8
smart知識臺,http://www.ai2live.com/live/t6u5b1q4/hdfg57df/index.m3u8
History2 HD,http://www.ai2live.com/live/t6u5b1q4/hdfg61df/index.m3u8
History HD,http://www.ai2live.com/live/kwzq1rse/4m124k0n/index.m3u8
博斯無限,http://www.ai2live.com/live/kwzq1rse/4g2pmcx2/index.m3u8
Discovery HD,http://www.ai2live.com/live/kwzq1rse/fvptsnk3/index.m3u8
ELTA育樂 HD,http://www.ai2live.com/live/fadh3ct5/bxjgvrj3/index.m3u8
JET综合,http://www.ai2live.com/live/fadh3ct5/07t8z33z/index.m3u8
高清探索頻道_HD,http://www.ai2live.com/live/kwzq1rse/fvptsnk3/index.m3u8
TV5,http://www.ai2live.com/live/kwzq1rse/9nk93b9c/index.m3u8
SKY NEWS HD,http://www.ai2live.com/live/kwzq1rse/8vfjmcsj/index.m3u8
Disney-XD,http://www.ai2live.com/live/e95cebf9/b3764be5/index.m3u8
Discovery 科學 HD,http://www.ai2live.com/live/kwzq1rse/0j9wgpsb/index.m3u8
Bloomberg,http://www.ai2live.com/live/kwzq1rse/v6g923kv/index.m3u8
今日俄羅斯,http://www.ai2live.com/live/kwzq1rse/ca7315ff/index.m3u8
CNN HD,http://www.ai2live.com/live/kwzq1rse/7w0tv28m/index.m3u8
CNBC,http://www.ai2live.com/live/e95cebf9/d04b6786/index.m3u8
DW-TV,http://www.ai2live.com/live/kwzq1rse/5g2z36jg/index.m3u8
DW News,https://www.youtube.com/watch?v=NvqKZHpKs-g
寰宇新闻/News,http://www.ai2live.com/live/kwzq1rse/mxrsjhxp/index.m3u8
BBC earth HD,http://www.ai2live.com/live/kwzq1rse/cbpz1qrf/index.m3u8
BBC Lifestyle HD,http://www.ai2live.com/live/kwzq1rse/wq2z42th/index.m3u8
BBC,http://www.ai2live.com/live/kwzq1rse/93n722x2/index.m3u8
sundance channel,http://www.ai2live.com/live/8c33fa9b/30acc76a/index.m3u8
E! Entertainment,http://www.ai2live.com/live/kwzq1rse/x4qgwt3s/index.m3u8
CinemaWorld,http://www.ai2live.com/live/kwzq1rse/wrn6wjz7/index.m3u8
LUXE TV,http://www.ai2live.com/live/8c33fa9b/rnpbmvwz/index.m3u8
BLUE ANT,http://www.ai2live.com/live/kwzq1rse/61br3tqt/index.m3u8
catchplay HD,http://www.ai2live.com/live/kwzq1rse/f1mb4n6x/index.m3u8
Travel ,http://www.ai2live.com/live/kwzq1rse/8sbkj5sh/index.m3u8
CI 罪案偵緝,http://www.ai2live.com/live/kwzq1rse/rw55z1xs/index.m3u8
國家地理野生,http://www.ai2live.com/live/kwzq1rse/w7tx0758/index.m3u8
國家地理 HD ,http://www.ai2live.com/live/kwzq1rse/nvhgfr5c/index.m3u8
CINEMAX,http://www.ai2live.com/live/kwzq1rse/w6stt0q8/index.m3u8
NatGeoHD,http://www.ai2live.com/live/t6u5b1q4/06cth043/index.m3u8
HBO HD,http://www.ai2live.com/live/kwzq1rse/84wnpj8g/index.m3u8
HBO Hits,http://www.ai2live.com/live/t6u5b1q4/03int026/index.m3u8
HBO Family,http://www.ai2live.com/live/kwzq1rse/61br3tqt/index.m3u8
FOX HD ,http://www.ai2live.com/live/8c33fa9b/c2pk36b8/index.m3u8
BBC_World_News,http://www.ai2live.com/live/t6u5b1q4/03int076/index.m3u8
AXN,http://www.ai2live.com/live/kwzq1rse/q1t3r233/index.m3u8
ANIMAX,http://www.ai2live.com/live/kwzq1rse/zmz9k2hc/index.m3u8
Discovery_EVE_HD,http://www.ai2live.com/live/8c33fa9b/jpgr5cjq/index.m3u8
CGTN-阿语,http://www.ai2live.com/live/kwzq1rse/asasasa1/index.m3u8
CGTN-俄语,http://www.ai2live.com/live/kwzq1rse/asasasa2/index.m3u8
CGTN-国际,http://www.ai2live.com/live/kwzq1rse/asasasa4/index.m3u8
CGTN-记录,http://www.ai2live.com/live/kwzq1rse/asasasa5/index.m3u8
CGTN-纪录2,http://www.ai2live.com/live/kwzq1rse/asasasa6/index.m3u8
CGTN-西语,http://www.ai2live.com/live/kwzq1rse/asasasa7/index.m3u8
日本,#genre#
TBS NEW,http://www.ai2live.com/live/kwzq1rse/vmw4nm9s/index.m3u8
NHK,http://www.ai2live.com/live/kwzq1rse/wqhk9ph8/index.m3u8
Japanet,http://www.ai2live.com/live/kwzq1rse/2v2f7p8m/index.m3u8
NHK BS1,http://www.ai2live.com/live/kwzq1rse/nb8x0j7z/index.m3u8
NHK BSP,http://www.ai2live.com/live/kwzq1rse/t67m59f1/index.m3u8
NHK教育,http://www.ai2live.com/live/kwzq1rse/s0qxr5fs/index.m3u8
BBC_World_News JP,http://www.ai2live.com/live/kwzq1rse/sfbr8tsc/index.m3u8
テレビ朝日,http://www.ai2live.com/live/kwzq1rse/jmk46wht/index.m3u8
NHK G,http://www.ai2live.com/live/91200de4/a31d0a49/index.m3u8
TOKYOMX,http://www.ai2live.com/live/kwzq1rse/kf80gbxc/index.m3u8
NHK総合大阪,http://www.ai2live.com/live/kwzq1rse/9zvn2r22/index.m3u8
NHK World,http://www.ai2live.com/live/fadh3ct5/mn4r6rh7/index.m3u8
ANIMAX,http://www.ai2live.com/live/kwzq1rse/36bg5h45/index.m3u8
BS日テレ,http://www.ai2live.com/live/91200de4/9206ead8/index.m3u8
BS-テレ東京,http://www.ai2live.com/live/91200de4/345f0197/index.m3u8
BS-フジ,http://www.ai2live.com/live/91200de4/a31d0a49/index.m3u8
wakuwaku japan,http://www.ai2live.com/live/kwzq1rse/c16e4fd7/index.m3u8
Japan News 24,http://www.ai2live.com/live/t6u5b1q4/51671ceb/index.m3u8
日本天気予報,http://www.ai2live.com/live/t6u5b1q4/d5c32def/index.m3u8
日本QVC,http://www.ai2live.com/live/t6u5b1q4/5852aaf6/index.m3u8
gstv,http://www.ai2live.com/live/t6u5b1q4/7274ccf6/index.m3u8
CGNTV,http://www.ai2live.com/live/t6u5b1q4/62565676/index.m3u8
ANNnewsCH,http://www.ai2live.com/live/kwzq1rse/0ad7c0fa/index.m3u8
韓國,#genre#
KBS1,http://www.ai2live.com/live/t6u5b1q4/787b1cf0/index.m3u8
KBS2,http://www.ai2live.com/live/t6u5b1q4/b7c242c8/index.m3u8
MBC,http://www.ai2live.com/live/t6u5b1q4/8c654b96/index.m3u8
SBS,http://www.ai2live.com/live/t6u5b1q4/96e03edf/index.m3u8
JTBC,http://www.ai2live.com/live/t6u5b1q4/21fa5fa7/index.m3u8
韩国-CBS,http://www.ai2live.com/live/kwzq1rse/3b8bbe36/index.m3u8
EBS 1,http://www.ai2live.com/live/kwzq1rse/92385e99/index.m3u8
EBS 2,http://www.ai2live.com/live/kwzq1rse/4807612b/index.m3u8
EBS Kids,http://www.ai2live.com/live/kwzq1rse/33df024c/index.m3u8
EBS+1,http://www.ai2live.com/live/t6u5b1q4/2e7bd247/index.m3u8
EBS+2,http://www.ai2live.com/live/t6u5b1q4/b465308c/index.m3u8
SBS Plus,http://www.ai2live.com/live/t6u5b1q4/eb945983/index.m3u8
SBS Star,http://www.ai2live.com/live/t6u5b1q4/c25ed3dd/index.m3u8
Arirang HD,http://www.ai2live.com/live/kwzq1rse/h6h1s2j5/index.m3u8
CGNTV,http://www.ai2live.com/live/kwzq1rse/f9060fd9/index.m3u8
韩国娱乐,http://www.ai2live.com/live/t6u5b1q4/ee5f6dd3/index.m3u8
YTN,http://www.ai2live.com/live/kwzq1rse/m49f6d1a/index.m3u8
TVN,http://www.ai2live.com/live/t6u5b1q4/de30224e/index.m3u8
韩国KBS World,http://www.ai2live.com/live/t6u5b1q4/06cth003/index.m3u8
KBS WORLD 24,http://www.ai2live.com/live/kwzq1rse/55d51e1e/index.m3u8
YTN SCIENCE,http://www.ai2live.com/live/kwzq1rse/9c6b8e31/index.m3u8
YTN KOREAN,http://www.ai2live.com/live/kwzq1rse/3bfda805/index.m3u8
YTN DMB LIVE,http://www.ai2live.com/live/kwzq1rse/f3127f8d/index.m3u8
연합뉴스 TV,http://www.ai2live.com/live/kwzq1rse/cb6072f1/index.m3u8
한국경제 TV,http://www.ai2live.com/live/kwzq1rse/4a037a43/index.m3u8
ALL THE K-POP,http://www.ai2live.com/live/kwzq1rse/b8b94b3d/index.m3u8
TBS TV,http://www.ai2live.com/live/kwzq1rse/ef912061/index.m3u8
JTHE K-POP,http://www.ai2live.com/live/kwzq1rse/596f489c/index.m3u8
印尼,#genre#
Trans_tv9,http://www.ai2live.com/live/t6u5b1q4/1ydnxy23/index.m3u8
Trans_rodjatv,http://www.ai2live.com/live/8c33fa9b/344aeaf8/index.m3u8
Trans_jtv,http://www.ai2live.com/live/t6u5b1q4/1ydnxy30/index.m3u8
Trans_Md,http://www.ai2live.com/live/8c33fa9b/bc5b2517/index.m3u8
Trans_mutv,http://www.ai2live.com/live/8c33fa9b/3689743d/index.m3u8
Trans_CH6,http://www.ai2live.com/live/t6u5b1q4/1ydnxy03/index.m3u8
Trans_Bandung,http://www.ai2live.com/live/t6u5b1q4/1ydnxy33/index.m3u8
Trans_Al,http://www.ai2live.com/live/t6u5b1q4/amlxy018/index.m3u8
Trans_share,http://www.ai2live.com/live/8c33fa9b/811f45b3/index.m3u8
Trans_MNC,http://www.ai2live.com/live/t6u5b1q4/1ydnxy12/index.m3u8
Trans_TVRI,http://www.ai2live.com/live/t6u5b1q4/1ydnxy01/index.m3u8
Trans_Metro,http://www.ai2live.com/live/8c33fa9b/9ceef653/index.m3u8
Trans_Wesal,http://www.ai2live.com/live/8c33fa9b/6a4e886d/index.m3u8
Trans_Ruai,http://www.ai2live.com/live/8c33fa9b/88c125e9/index.m3u8
Trans_Puldapii,http://www.ai2live.com/live/8c33fa9b/2d639430/index.m3u8
